,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000269959,10.99441034,1.159408831,0.699432027,0.003625106,0.028654466
ENSG00000269961,5.564950809,-0.007229702,0.244634719,0.929148633,0.97828708
ENSG00000269963,10.11017409,-0.265215852,0.384009786,0.064135845,0.236877645
ENSG00000269965,2.437505042,0.01770336,0.251563863,0.789706667,NA
ENSG00000269967,1.329833919,-0.015666154,0.256344418,0.737546735,NA
ENSG00000269970,1.8985252,-0.08330952,0.275181467,0.104395982,NA
ENSG00000269973,87.04376599,-0.115833206,0.183115651,0.387536612,0.685778551
ENSG00000269974,2.010226903,0.017511797,0.254221964,0.756008253,NA
ENSG00000269976,3.190973442,-0.058384857,0.258718434,0.407178092,NA
ENSG00000269979,12.08180604,0.058176798,0.231415724,0.612790305,0.84181753
ENSG00000269982,60.57447916,-0.063184191,0.188739002,0.631846769,0.852957385
ENSG00000269983,80.32747708,-0.10632317,0.190625579,0.429640917,0.720189165
ENSG00000269984,10.96344287,0.114847628,0.25195384,0.336135103,0.640690127
ENSG00000269990,112.4731612,0.109193438,0.16389811,0.397709735,0.694547159
ENSG00000269994,17.03371605,-0.048841158,0.240762109,0.626662665,0.848944972
ENSG00000269996,270.2775943,0.065882339,0.17298818,0.61373162,0.842282839
ENSG00000269997,4.864083152,0.078615481,0.260373084,0.357199126,0.659935987
ENSG00000269998,4.380174654,-0.077298191,0.265579675,0.28396935,0.585106139
ENSG00000269999,2.72638385,-0.163213355,0.327938115,0.034346445,NA
ENSG00000270001,7.439339185,-0.197100059,0.331565667,0.091063833,0.298769188
ENSG00000270006,3.877645647,0.079447398,0.262528981,0.329162675,NA
ENSG00000270011,2.908206276,0.044071322,0.258002818,0.467628947,NA
ENSG00000270012,25.77366797,0.049775656,0.207460023,0.699148718,0.891850626
ENSG00000270015,62.12670286,0.158642122,0.199649635,0.257846231,0.555325745
ENSG00000270016,2.348372285,0.04867637,0.259051822,0.419256405,NA
ENSG00000270018,9.202885266,-0.043597642,0.246348013,0.624351782,0.848160238
ENSG00000270019,2.495209635,0.019616023,0.25461434,0.727605136,NA
ENSG00000270020,18.37942207,-0.012298995,0.219342368,0.914303849,0.974149778
ENSG00000270021,9.145285378,0.106339882,0.263566721,0.299125883,0.601672436
ENSG00000270022,4.032292624,-0.336781519,0.705625758,0.007427575,NA
ENSG00000270028,9.353268822,0.039632715,0.23355279,0.713945432,0.897885054
ENSG00000270030,2.505444136,0.055283374,0.261300287,0.351708774,NA
ENSG00000270031,1.662724342,-0.061078596,0.268820411,0.062309098,NA
ENSG00000270039,11.22100324,-0.004231437,0.234935139,0.964600187,0.989916311
ENSG00000270041,9.484059146,0.030045394,0.234177009,0.776090547,0.923873608
ENSG00000270048,2.392763213,0.000114637,0.251567548,0.999644449,NA
ENSG00000270049,7.41908357,0.230473186,0.360214198,0.072190826,0.256145946
ENSG00000270055,194.5926472,-0.072188469,0.145523992,0.548351562,0.803578236
ENSG00000270058,33.62353328,0.263586225,0.286252742,0.100810563,0.319620484
ENSG00000270059,1.565462651,-0.062435809,0.26616736,0.211135124,NA
ENSG00000270060,11.38896367,0.01216815,0.22944378,0.912252151,0.973678395
ENSG00000270061,4.297399631,0.047176524,0.253782503,0.53205599,0.792791543
ENSG00000270062,8.917785061,-0.029355953,0.231520717,0.785253699,0.926793506
ENSG00000270067,14.12035747,0.052308677,0.227292327,0.656090719,0.86683302
ENSG00000270069,224.363467,0.093663373,0.150977475,0.449438641,0.734947185
ENSG00000270074,82.58753843,0.064096356,0.232571407,0.581485345,0.822129122
ENSG00000270081,81.48025764,-0.208584345,0.19728079,0.145185961,0.399261393
ENSG00000270083,5.422223739,-0.014196703,0.242389406,0.871104396,0.957749626
ENSG00000270084,9.660050633,-0.017397322,0.235509392,0.861482125,0.955415656
ENSG00000270091,17.61467167,-0.199018368,0.286971268,0.153109646,0.411662098
ENSG00000270092,1.994324316,0.085455395,0.275415823,0.114841615,NA
ENSG00000270093,11.04880658,1.597314681,0.689345499,0.000764925,0.008344064
ENSG00000270095,2.009478525,0.026668718,0.256416712,0.611954759,NA
ENSG00000270101,32.78760916,-0.371080232,0.293453424,0.038962168,0.167627069
ENSG00000270102,3.397835514,0.026773211,0.24875553,0.731344296,NA
ENSG00000270108,22.28521333,-0.028823689,0.21395222,0.811913887,0.93768368
ENSG00000270109,2.684920614,0.009833501,0.252991112,0.869069876,NA
ENSG00000270110,1.884854279,-0.010309499,0.253888788,0.854733069,NA
ENSG00000270115,1.604369302,-0.030826709,0.258125134,0.520244187,NA
ENSG00000270116,2.063904477,0.006979674,0.255151709,0.891054864,NA
ENSG00000270124,4.056296854,0.059556288,0.261489606,0.348305993,NA
ENSG00000270127,13.30864498,-0.009879344,0.246258646,0.898566157,0.969175841
ENSG00000270130,2.376478225,-0.040914656,0.259976832,0.407066665,NA
ENSG00000270133,1.714455468,-0.029953878,0.256033856,0.595118464,NA
ENSG00000270143,18.59576298,-0.189704764,0.266980145,0.18162,0.453599329
ENSG00000270145,1.336433196,0.032990841,0.259044814,0.461693114,NA
ENSG00000270154,2.165169219,-0.047672612,0.257959482,0.452891554,NA
ENSG00000270157,28.10757547,0.199601846,0.234801849,0.178307126,0.449539411
ENSG00000270165,1.566117233,0.070777186,0.270171407,0.133865037,NA
ENSG00000270170,117.805433,-0.187558926,0.168175611,0.156821108,0.417442202
ENSG00000270172,15.27534341,-0.037660385,0.217143896,0.756056903,0.915812118
ENSG00000270175,9.340695616,0.034744107,0.237677022,0.733430756,0.906971622
ENSG00000270177,2.679673383,0.015176786,0.250595064,0.826879508,NA
ENSG00000270179,9.572815346,0.116162585,0.27033429,0.252481817,0.549441028
ENSG00000270184,3.134771806,-0.020586535,0.252129361,0.754925867,NA
ENSG00000270189,46.44022241,0.138402161,0.196276031,0.316392315,0.619417619
ENSG00000270195,13.5717825,-0.064213245,0.231208778,0.580872365,0.821744377
ENSG00000270210,3.914775245,-0.066739962,0.258734081,0.392268196,NA
ENSG00000270223,19.6371775,-0.045045006,0.228047566,0.691933412,0.888004977
ENSG00000270228,3.682318921,-0.049179924,0.251827673,0.542677963,NA
ENSG00000270230,4.288061097,-0.090519087,0.272401358,0.204086635,NA
ENSG00000270246,5.888573272,0.052714287,0.24874399,0.561604156,0.810725983
ENSG00000270257,1.68353541,0.048618287,0.262106174,0.320594414,NA
ENSG00000270264,2.50760849,0.067758813,0.264254294,0.298929576,NA
ENSG00000270277,2.336674,-0.041371316,0.256203997,0.51795173,NA
ENSG00000270294,2.154814687,-0.070046649,0.264325682,0.294163788,NA
ENSG00000270300,2.061828759,0.006806663,0.253092026,0.907674022,NA
ENSG00000270332,2.880449827,-0.048874728,0.254583633,0.509461306,NA
ENSG00000270344,2.713066086,-0.004576351,0.250353359,0.945505415,NA
ENSG00000270346,41.83127536,0.02455035,0.248438049,0.755977558,0.915812118
ENSG00000270362,18.84126237,0.090900682,0.22761637,0.472760424,0.751818201
ENSG00000270408,2.117436666,-0.032307117,0.258244081,0.50123047,NA
ENSG00000270419,8.092383617,0.079817612,0.256462889,0.395039267,0.692708926
ENSG00000270426,3.180346584,-0.095963171,0.271736211,0.2252303,NA
ENSG00000270433,1.828259213,-0.035908138,0.257883104,0.501984089,NA
ENSG00000270441,19.03599197,-0.026573252,0.230652978,0.804563004,0.935155447
ENSG00000270457,1.709360767,0.069499425,0.268168793,0.190919505,NA
ENSG00000270482,3.905233377,-0.001184638,0.247440426,0.986357669,NA
ENSG00000270490,3.832591979,0.00313827,0.246087163,0.970029859,NA
ENSG00000270497,4.135731404,0.037402216,0.252524732,0.609639657,NA
ENSG00000270503,41.57568598,-0.016176805,0.191641575,0.89925966,0.969351297
ENSG00000270504,407.8295428,-0.689473161,0.170095575,5.70E-06,0.000126458
ENSG00000270510,2.6012901,-0.036616206,0.253676295,0.592692283,NA
ENSG00000270521,2.916036472,0.073379432,0.262714548,0.327757915,NA
ENSG00000270532,3.314364059,-0.0435455,0.255188319,0.523040835,NA
ENSG00000270557,2.771155337,-0.00284394,0.251131882,0.964008631,NA
ENSG00000270558,5.230655146,-0.06285368,0.254597711,0.454141711,0.737981619
ENSG00000270562,3.532059433,0.1401557,0.301172326,0.091104678,NA
ENSG00000270571,1.397471882,-0.041760176,0.261543115,0.321538835,NA
ENSG00000270578,2.196790616,-0.093248364,0.279956422,0.077368062,NA
ENSG00000270580,13.0324819,-0.162130381,0.295361851,0.152696101,0.411096172
ENSG00000270581,10.06087167,-0.016943002,0.24048745,0.853432714,0.952799818
ENSG00000270585,1.914820122,-0.025183136,0.255386168,0.653274432,NA
ENSG00000270587,4.797045166,0.029099175,0.246666256,0.730785498,0.90592037
ENSG00000270589,11.92626788,0.027425414,0.226231989,0.810669234,0.937381575
ENSG00000270599,2.754158556,-0.050854407,0.257750408,0.446240645,NA
ENSG00000270605,13.90954686,1.169446498,0.61960337,0.002275035,0.019998449
ENSG00000270607,66.84582032,0.088349148,0.248103416,0.420788627,0.713582014
ENSG00000270614,1.353519192,-0.033630496,0.258745856,0.478583007,NA
ENSG00000270659,1.75341598,0.01795271,0.254837714,0.744020107,NA
ENSG00000270673,3.605455926,-0.048953363,0.255599615,0.491544157,NA
ENSG00000270681,4.686531433,0.065070822,0.258235408,0.402343633,0.69760356
ENSG00000270689,4.503729325,-3.323259688,1.307312698,0.00084827,0.009061385
ENSG00000270696,101.7632892,0.083597533,0.151201948,0.499720634,0.772543624
ENSG00000270704,5.696279477,0.061091192,0.263575175,0.306562626,0.609223679
ENSG00000270714,5.09673638,0.01928609,0.25551517,0.713766114,0.897885054
ENSG00000270720,2.136114598,-0.059836297,0.262461186,0.324742491,NA
ENSG00000270728,25.98300295,-0.021155733,0.195829012,0.869658216,0.957139392
ENSG00000270760,1.345416138,-0.002982022,0.255155198,0.951674785,NA
ENSG00000270761,1.713056519,-0.039855155,0.260270253,0.383461368,NA
ENSG00000270767,2.54483271,-0.004264174,0.253713156,0.938036827,NA
ENSG00000270775,1.338615807,0.017909536,0.256914093,0.689195454,NA
ENSG00000270788,1.466560081,-0.032193142,0.259157628,0.463800365,NA
ENSG00000270789,12.27997502,0.136638825,0.262402057,0.265975392,0.563983635
ENSG00000270804,11.22581223,0.100988254,0.253891598,0.36205604,0.664193709
ENSG00000270808,3.326175858,-0.053657469,0.256493303,0.459091144,NA
ENSG00000270810,5.2031473,-0.05029186,0.253834033,0.511657523,0.78152764
ENSG00000270820,30.97704995,0.183545771,0.269915142,0.189872491,0.465735163
ENSG00000270890,6.402054891,0.011567421,0.24136433,0.900326979,0.969632749
ENSG00000270903,3.592681415,-0.011768474,0.248793355,0.871018954,NA
ENSG00000270917,1.378625669,0.04248036,0.260898175,0.35979033,NA
ENSG00000270921,12.40105737,-0.006963934,0.223753602,0.949948439,0.985412278
ENSG00000270923,2.913233898,0.065463223,0.261747898,0.345594715,NA
ENSG00000270949,76.95717109,-0.056232209,0.167539357,0.660742436,0.870024763
ENSG00000270956,1.866399159,0.019674462,0.256520795,0.677564475,NA
ENSG00000270959,64.10391518,-0.126427641,0.184069558,0.348718705,0.652187136
ENSG00000270962,3.046208704,-0.051073745,0.260193322,0.386403534,NA
ENSG00000270964,10.24869599,0.38364317,0.507839612,0.036363768,0.16065342
ENSG00000270975,1.946129228,0.020912523,0.255867881,0.688779591,NA
ENSG00000270983,10.50838403,-0.251624233,0.386242289,0.058532057,0.223153468
ENSG00000270987,1.641311086,0.034023045,0.25863193,0.488446471,NA
ENSG00000270996,2.258999129,0.027174687,0.25262166,0.686514924,NA
ENSG00000271009,7.773206935,0.059085262,0.24850084,0.526236731,0.789243593
ENSG00000271020,8.08020133,-0.049276109,0.235582233,0.646589252,0.861215813
ENSG00000271021,2.170936385,-0.00547763,0.253820179,0.920280666,NA
ENSG00000271029,1.625575264,0.00180685,0.254699422,0.972588043,NA
ENSG00000271032,3.857787916,0.027172836,0.249561827,0.720019943,NA
ENSG00000271040,8.1526989,0.041900142,0.236477213,0.690976505,0.88764244
ENSG00000271043,17.03885573,-0.093640333,0.23319327,0.45045068,0.735738818
ENSG00000271064,3.609528688,-0.017250026,0.249215893,0.814288726,NA
ENSG00000271075,6.922618106,0.00020286,0.242125711,0.999814899,0.999918478
ENSG00000271086,5.067703971,-0.116223245,0.287559784,0.108071233,0.333661643
ENSG00000271105,4.233098323,0.15553974,0.307270373,0.103764956,NA
ENSG00000271119,11.07679184,-0.107540971,0.255638264,0.336128968,0.640690127
ENSG00000271122,188.028137,-0.074024633,0.158328839,0.556767993,0.808000666
ENSG00000271127,4.040422118,-0.108150508,0.281494125,0.144803393,NA
ENSG00000271133,9.16467537,-0.131967904,0.281319596,0.193624816,0.471838271
ENSG00000271147,35.94233377,0.107841372,0.203606215,0.42672328,0.718022259
ENSG00000271151,3.414765451,0.036910928,0.254179865,0.587246501,NA
ENSG00000271153,37.86493898,0.344725074,0.317762618,0.053336036,0.209698125
ENSG00000271155,4.598973941,-0.034969019,0.247230065,0.677457795,0.879612354
ENSG00000271161,3.543540833,-0.059243891,0.255287469,0.457864676,NA
ENSG00000271200,1.969588926,-0.053958354,0.260369656,0.380495568,NA
ENSG00000271228,2.274954111,-0.034126407,0.25782694,0.511062743,NA
ENSG00000271259,2.42067799,-0.012224071,0.25171196,0.849921542,NA
ENSG00000271265,1.780637163,-0.032099379,0.258441758,0.492252592,NA
ENSG00000271266,3.180806094,-0.038596183,0.252742106,0.591031713,NA
ENSG00000271267,1.380211106,0.061678642,0.265331165,0.247325199,NA
ENSG00000271270,24.49595496,0.001448932,0.211572986,0.992196051,0.998035415
ENSG00000271303,5.653486222,0.078319684,0.2556217,0.402837545,0.698021692
ENSG00000271321,29.78839422,-0.087898331,0.24308642,0.439140301,0.726980186
ENSG00000271324,2.972029814,-0.079605637,0.267663141,0.24742579,NA
ENSG00000271327,13.12037782,0.013593511,0.224792949,0.906102418,0.971507521
ENSG00000271333,4.236847598,0.104441664,0.276714297,0.18603834,NA
ENSG00000271334,8.147518214,-0.012912056,0.232846695,0.90052085,0.969632749
ENSG00000271335,23.02236977,-0.002971719,0.222495929,0.981644375,0.994883588
ENSG00000271344,12.46790011,-0.458050038,0.553760137,0.026375239,0.128589934
ENSG00000271347,6.457474054,-0.030036201,0.238172261,0.761048071,0.917442534
ENSG00000271359,31.0349442,-0.043617714,0.217317534,0.721638439,0.901898704
ENSG00000271361,14.02065553,-0.034636753,0.245131668,0.695093156,0.88977621
ENSG00000271367,2.766152223,0.000898809,0.25151468,0.989936854,NA
ENSG00000271380,1.473364964,0.016632615,0.254979686,0.756094216,NA
ENSG00000271387,2.297052877,0.032753287,0.256334514,0.571639357,NA
ENSG00000271390,2.646424251,0.009156504,0.254177546,0.866884569,NA
ENSG00000271396,2.764875766,0.002083858,0.249721778,0.977169974,NA
ENSG00000271400,2.571175026,0.042624019,0.2556453,0.524101466,NA
ENSG00000271417,13.09220931,0.100114764,0.242144493,0.405316552,0.6998113
ENSG00000271420,1.484709668,0.008197854,0.255817256,0.861182094,NA
ENSG00000271427,6.722824755,0.018570216,0.236763827,0.852826305,0.952626807
ENSG00000271430,141.1198495,-0.168634611,0.196466063,0.228736888,0.520777906
ENSG00000271452,8.478403787,0.01765835,0.235189294,0.862872878,0.955775735
ENSG00000271525,2.317237612,-0.037581055,0.254731191,0.568374863,NA
ENSG00000271529,263.3419871,0.029686148,0.15225187,0.811444471,0.937631248
ENSG00000271533,88.21208079,-0.157844565,0.197801885,0.258913169,0.556498978
ENSG00000271538,2.540782868,0.015780153,0.256242746,0.737830748,NA
ENSG00000271547,10.83680174,0.161393185,0.273781857,0.209343426,0.494030853
ENSG00000271550,1.553599046,0.005596066,0.254977695,0.912542774,NA
ENSG00000271551,5.715900443,0.127150659,0.285219897,0.168906287,0.435535896
ENSG00000271553,6.209347776,-0.071592503,0.251958374,0.448800901,0.734797273
ENSG00000271555,1.866404476,0.003779418,0.252881555,0.949696301,NA
ENSG00000271576,24.65339147,0.053499293,0.219508049,0.663341675,0.871420574
ENSG00000271580,2.672091088,0.025541866,0.2524635,0.704552092,NA
ENSG00000271584,15.32846071,0.056011618,0.260884887,0.368248797,0.669432416
ENSG00000271590,16.04636424,0.007931831,0.244666482,0.927075209,0.977654274
ENSG00000271605,20.03386473,0.124792956,0.26846481,0.25955247,0.557134577
ENSG00000271614,34.98180788,-0.095069129,0.19595432,0.477964729,0.75640173
ENSG00000271631,1.467931672,0.012097081,0.254623625,0.821210804,NA
ENSG00000271643,16.08225645,-0.004093215,0.220339365,0.970914688,0.992152964
ENSG00000271644,12.7676414,-0.003124768,0.235937858,0.973255626,0.992847035
ENSG00000271646,22.08033507,-0.067310056,0.227931028,0.57456406,0.819184472
ENSG00000271653,2.944868538,0.168125634,0.331366273,0.036532505,NA
ENSG00000271659,5.222694979,0.011322048,0.242688459,0.898846064,0.96925257
ENSG00000271662,8.430919201,0.195838915,0.317469207,0.116417765,0.348097983
ENSG00000271664,2.92060342,0.025272856,0.253202818,0.69561572,NA
ENSG00000271670,8.350151126,0.055440834,0.244607526,0.573648533,0.81852331
ENSG00000271676,4.10734999,0.097188003,0.268701341,0.265409414,NA
ENSG00000271721,20.24006941,-0.004003032,0.219369388,0.971342779,0.992152964
ENSG00000271725,3.284052562,0.033897555,0.250319782,0.658956287,NA
ENSG00000271727,1.471389207,0.020614293,0.258055759,0.613325777,NA
ENSG00000271734,2.417441786,-0.014848719,0.253850965,0.797203086,NA
ENSG00000271737,5.366860198,0.02802162,0.242846768,0.759729089,0.917178669
ENSG00000271738,10.21490467,-0.045283453,0.237358755,0.662569682,0.870848442
ENSG00000271743,1.895530194,0.03747015,0.257515305,0.501576814,NA
ENSG00000271751,1.4843245,0.024783988,0.255807349,0.649407433,NA
ENSG00000271755,9.422362767,0.031159323,0.238663921,0.752898248,0.914800397
ENSG00000271769,4.196107413,0.020510525,0.250508603,0.770968758,NA
ENSG00000271778,4.386027307,0.003770673,0.250288267,0.957218659,0.9873956
ENSG00000271780,17.03637152,0.133662619,0.246309466,0.307645994,0.610272909
ENSG00000271781,1.911020813,0.020601354,0.254824894,0.711411423,NA
ENSG00000271782,2.308913024,0.040127241,0.255945022,0.527855047,NA
ENSG00000271784,3.544255306,-0.17298782,0.33594676,0.035118303,NA
ENSG00000271788,3.73590446,0.086006143,0.26762661,0.259493375,NA
ENSG00000271789,2.762459732,0.010976928,0.251624043,0.866349197,NA
ENSG00000271795,7.284851693,-0.110994615,0.265920847,0.279499038,0.580498003
ENSG00000271797,4.447724346,-0.04982671,0.250000478,0.558044454,0.808419269
ENSG00000271811,8.682108637,0.121243657,0.271926684,0.244198772,0.540431455
ENSG00000271816,8.894628998,0.071446838,0.243827974,0.502919908,0.775306329
ENSG00000271817,4.848623723,0.180925908,0.335752597,0.057388482,0.220604101
ENSG00000271826,4.617756174,-0.20335303,0.370455825,0.025263881,0.124613594
ENSG00000271828,4.878999252,0.000217934,0.246487026,0.999330591,0.999918478
ENSG00000271833,1.818684148,-0.036709113,0.257645289,0.505687557,NA
ENSG00000271843,13.81510774,0.017754827,0.221779206,0.880081598,0.961377046
ENSG00000271847,2.026181212,0.018718105,0.25316318,0.764041356,NA
