GO.ID	Term	Annotated	Significant	Expected	weight01
GO:0002313	mature B cell differentiation involved i...	20	3	1.36	0.34446
GO:0050764	regulation of phagocytosis	65	6	4.42	0.34448
GO:0099518	vesicle cytoskeletal trafficking	51	5	3.47	0.34450
GO:0042987	amyloid precursor protein catabolic proc...	53	5	3.61	0.34455
GO:0002455	humoral immune response mediated by circ...	24	3	1.63	0.34456
GO:0005980	glycogen catabolic process	24	3	1.63	0.34456
GO:0060306	regulation of membrane repolarization	26	3	1.77	0.34460
GO:0060253	negative regulation of glial cell prolif...	12	2	0.82	0.34462
GO:0097305	response to alcohol	194	22	13.2	0.34463
GO:0002090	regulation of receptor internalization	59	5	4.01	0.34469
GO:0045623	negative regulation of T-helper cell dif...	15	2	1.02	0.34469
GO:0098935	dendritic transport	17	2	1.16	0.34474
GO:0045777	positive regulation of blood pressure	18	2	1.22	0.34476
GO:0060323	head morphogenesis	33	3	2.25	0.34477
GO:0061643	chemorepulsion of axon	6	1	0.41	0.34482
GO:0032275	luteinizing hormone secretion	6	1	0.41	0.34482
GO:0035442	dipeptide transmembrane transport	6	1	0.41	0.34482
GO:1904690	positive regulation of cytoplasmic trans...	6	1	0.41	0.34482
GO:1904668	positive regulation of ubiquitin protein...	6	1	0.41	0.34482
GO:0021999	neural plate anterior/posterior regional...	6	1	0.41	0.34482
GO:0048840	otolith development	6	1	0.41	0.34482
GO:1903233	regulation of calcium ion-dependent exoc...	6	1	0.41	0.34482
GO:0001967	suckling behavior	6	1	0.41	0.34482
GO:0001957	intramembranous ossification	6	1	0.41	0.34482
GO:1903753	negative regulation of p38MAPK cascade	6	1	0.41	0.34482
GO:0006011	UDP-alpha-D-glucose metabolic process	6	1	0.41	0.34482
GO:0060314	regulation of ryanodine-sensitive calciu...	6	1	0.41	0.34482
GO:0032594	protein transport within lipid bilayer	6	1	0.41	0.34482
GO:0060336	negative regulation of type II interfero...	6	1	0.41	0.34482
GO:0072718	response to cisplatin	6	1	0.41	0.34482
GO:0015734	taurine transmembrane transport	6	1	0.41	0.34482
GO:0043379	memory T cell differentiation	6	1	0.41	0.34482
GO:0035722	interleukin-12-mediated signaling pathwa...	6	1	0.41	0.34482
GO:0099562	maintenance of postsynaptic density stru...	6	1	0.41	0.34482
GO:0035726	common myeloid progenitor cell prolifera...	6	1	0.41	0.34482
GO:0015705	iodide transport	6	1	0.41	0.34482
GO:0019626	short-chain fatty acid catabolic process	6	1	0.41	0.34482
GO:0060463	lung lobe morphogenesis	6	1	0.41	0.34482
GO:0060456	positive regulation of digestive system ...	6	1	0.41	0.34482
GO:0060478	acrosomal vesicle exocytosis	6	1	0.41	0.34482
GO:0015853	adenine transport	6	1	0.41	0.34482
GO:0140331	aminophospholipid translocation	6	1	0.41	0.34482
GO:1902462	positive regulation of mesenchymal stem ...	6	1	0.41	0.34482
GO:0031119	tRNA pseudouridine synthesis	6	1	0.41	0.34482
GO:0015822	ornithine transport	6	1	0.41	0.34482
GO:0086036	regulation of cardiac muscle cell membra...	6	1	0.41	0.34482
GO:0051454	intracellular pH elevation	6	1	0.41	0.34482
GO:0032667	regulation of interleukin-23 production	6	1	0.41	0.34482
GO:0032650	regulation of interleukin-1 alpha produc...	6	1	0.41	0.34482
GO:1901098	positive regulation of autophagosome mat...	6	1	0.41	0.34482
GO:0051414	response to cortisol	6	1	0.41	0.34482
GO:0022028	tangential migration from the subventric...	6	1	0.41	0.34482
GO:0003415	chondrocyte hypertrophy	6	1	0.41	0.34482
GO:0051167	D-xylulose 5-phosphate metabolic process	6	1	0.41	0.34482
GO:0106015	negative regulation of inflammatory resp...	6	1	0.41	0.34482
GO:0002084	protein depalmitoylation	6	1	0.41	0.34482
GO:0002071	glandular epithelial cell maturation	6	1	0.41	0.34482
GO:1905461	positive regulation of vascular associat...	6	1	0.41	0.34482
GO:0003140	determination of left/right asymmetry in...	6	1	0.41	0.34482
GO:0003139	secondary heart field specification	6	1	0.41	0.34482
GO:0060754	positive regulation of mast cell chemota...	6	1	0.41	0.34482
GO:0042350	GDP-L-fucose biosynthetic process	6	1	0.41	0.34482
GO:1901317	regulation of flagellated sperm motility	6	1	0.41	0.34482
GO:1901490	regulation of lymphangiogenesis	6	1	0.41	0.34482
GO:0038130	ERBB4 signaling pathway	6	1	0.41	0.34482
GO:1903977	positive regulation of glial cell migrat...	6	1	0.41	0.34482
GO:1903925	response to bisphenol A	6	1	0.41	0.34482
GO:0034372	very-low-density lipoprotein particle re...	6	1	0.41	0.34482
GO:0060534	trachea cartilage development	6	1	0.41	0.34482
GO:0043569	negative regulation of insulin-like grow...	6	1	0.41	0.34482
GO:0006207	'de novo' pyrimidine nucleobase biosynth...	6	1	0.41	0.34482
GO:0090069	regulation of ribosome biogenesis	6	1	0.41	0.34482
GO:0002457	T cell antigen processing and presentati...	6	1	0.41	0.34482
GO:0043570	maintenance of DNA repeat elements	6	1	0.41	0.34482
GO:0009180	purine ribonucleoside diphosphate biosyn...	6	1	0.41	0.34482
GO:0006751	glutathione catabolic process	6	1	0.41	0.34482
GO:0009178	pyrimidine deoxyribonucleoside monophosp...	6	1	0.41	0.34482
GO:0060677	ureteric bud elongation	6	1	0.41	0.34482
GO:0043652	engulfment of apoptotic cell	6	1	0.41	0.34482
GO:1905806	regulation of synapse pruning	6	1	0.41	0.34482
GO:0042262	DNA protection	6	1	0.41	0.34482
GO:0034154	toll-like receptor 7 signaling pathway	6	1	0.41	0.34482
GO:1990791	dorsal root ganglion development	6	1	0.41	0.34482
GO:0042249	establishment of planar polarity of embr...	6	1	0.41	0.34482
GO:0009750	response to fructose	6	1	0.41	0.34482
GO:0002248	connective tissue replacement involved i...	6	1	0.41	0.34482
GO:0031954	positive regulation of protein autophosp...	6	1	0.41	0.34482
GO:0006578	amino-acid betaine biosynthetic process	6	1	0.41	0.34482
GO:0006544	glycine metabolic process	6	1	0.41	0.34482
GO:0097490	sympathetic neuron projection extension	6	1	0.41	0.34482
GO:0060992	response to fungicide	6	1	0.41	0.34482
GO:0006651	diacylglycerol biosynthetic process	6	1	0.41	0.34482
GO:0014733	regulation of skeletal muscle adaptation	6	1	0.41	0.34482
GO:0060947	cardiac vascular smooth muscle cell diff...	6	1	0.41	0.34482
GO:0042590	antigen processing and presentation of e...	6	1	0.41	0.34482
GO:0061302	smooth muscle cell-matrix adhesion	6	1	0.41	0.34482
GO:0090184	positive regulation of kidney developmen...	6	1	0.41	0.34482
GO:0010248	establishment or maintenance of transmem...	6	1	0.41	0.34482
GO:1904352	positive regulation of protein catabolic...	6	1	0.41	0.34482
GO:1904386	response to L-phenylalanine derivative	6	1	0.41	0.34482
GO:0002664	regulation of T cell tolerance induction	6	1	0.41	0.34482
GO:0002638	negative regulation of immunoglobulin pr...	6	1	0.41	0.34482
GO:0002604	regulation of dendritic cell antigen pro...	6	1	0.41	0.34482
GO:1904428	negative regulation of tubulin deacetyla...	6	1	0.41	0.34482
GO:0070292	N-acylphosphatidylethanolamine metabolic...	6	1	0.41	0.34482
GO:0045650	negative regulation of macrophage differ...	6	1	0.41	0.34482
GO:0072070	loop of Henle development	6	1	0.41	0.34482
GO:0001781	neutrophil apoptotic process	6	1	0.41	0.34482
GO:0050774	negative regulation of dendrite morphoge...	6	1	0.41	0.34482
GO:0072007	mesangial cell differentiation	6	1	0.41	0.34482
GO:0021828	gonadotrophin-releasing hormone neuronal...	6	1	0.41	0.34482
GO:0021814	cell motility involved in cerebral corte...	6	1	0.41	0.34482
GO:0048304	positive regulation of isotype switching...	6	1	0.41	0.34482
GO:0030578	PML body organization	6	1	0.41	0.34482
GO:1901985	positive regulation of protein acetylati...	6	1	0.41	0.34482
GO:0150103	reactive gliosis	6	1	0.41	0.34482
GO:0048484	enteric nervous system development	6	1	0.41	0.34482
GO:0032347	regulation of aldosterone biosynthetic p...	6	1	0.41	0.34482
GO:0021514	ventral spinal cord interneuron differen...	6	1	0.41	0.34482
GO:0010626	negative regulation of Schwann cell prol...	6	1	0.41	0.34482
GO:0070831	basement membrane assembly	6	1	0.41	0.34482
GO:2000535	regulation of entry of bacterium into ho...	6	1	0.41	0.34482
GO:0014908	myotube differentiation involved in skel...	6	1	0.41	0.34482
GO:0045991	carbon catabolite activation of transcri...	6	1	0.41	0.34482
GO:0000052	citrulline metabolic process	6	1	0.41	0.34482
GO:0031077	post-embryonic camera-type eye developme...	6	1	0.41	0.34482
GO:0048263	determination of dorsal identity	6	1	0.41	0.34482
GO:0072319	vesicle uncoating	6	1	0.41	0.34482
GO:0061549	sympathetic ganglion development	6	1	0.41	0.34482
GO:0032148	activation of protein kinase B activity	6	1	0.41	0.34482
GO:0005981	regulation of glycogen catabolic process	6	1	0.41	0.34482
GO:0060059	embryonic retina morphogenesis in camera...	6	1	0.41	0.34482
GO:1903416	response to glycoside	6	1	0.41	0.34482
GO:0033625	positive regulation of integrin activati...	6	1	0.41	0.34482
GO:0015740	C4-dicarboxylate transport	21	2	1.43	0.34483
GO:0051882	mitochondrial depolarization	24	2	1.63	0.34490
GO:0071295	cellular response to vitamin	26	2	1.77	0.34495
GO:0060443	mammary gland morphogenesis	41	3	2.79	0.34495
GO:0009165	nucleotide biosynthetic process	210	14	14.29	0.34513
GO:0006885	regulation of pH	80	5	5.44	0.34518
GO:0007492	endoderm development	63	12	4.29	0.34527
GO:0051170	import into nucleus	160	10	10.89	0.34533
GO:0045839	negative regulation of mitotic nuclear d...	53	2	3.61	0.34557
GO:0002429	immune response-activating cell surface ...	202	11	13.74	0.34598
GO:0042593	glucose homeostasis	191	20	12.99	0.34693
GO:0032886	regulation of microtubule-based process	232	9	15.78	0.34738
GO:0048144	fibroblast proliferation	97	9	6.6	0.34818
GO:0009880	embryonic pattern specification	47	5	3.2	0.34851
GO:0006473	protein acetylation	35	4	2.38	0.34861
GO:0034315	regulation of Arp2/3 complex-mediated ac...	25	3	1.7	0.34879
GO:0007520	myoblast fusion	31	3	2.11	0.34901
GO:0086012	membrane depolarization during cardiac m...	18	2	1.22	0.34907
GO:0032691	negative regulation of interleukin-1 bet...	18	2	1.22	0.34907
GO:0072520	seminiferous tubule development	18	2	1.22	0.34907
GO:0051281	positive regulation of release of seques...	18	2	1.22	0.34907
GO:0046426	negative regulation of receptor signalin...	18	2	1.22	0.34907
GO:1902236	negative regulation of endoplasmic retic...	18	2	1.22	0.34907
GO:0032958	inositol phosphate biosynthetic process	18	2	1.22	0.34907
GO:0042308	negative regulation of protein import in...	18	2	1.22	0.34907
GO:0097049	motor neuron apoptotic process	18	2	1.22	0.34907
GO:0031629	synaptic vesicle fusion to presynaptic a...	18	2	1.22	0.34907
GO:0045717	negative regulation of fatty acid biosyn...	18	2	1.22	0.34907
GO:0006958	complement activation, classical pathway	18	2	1.22	0.34907
GO:0045672	positive regulation of osteoclast differ...	18	2	1.22	0.34907
GO:1904294	positive regulation of ERAD pathway	18	2	1.22	0.34907
GO:0045945	positive regulation of transcription by ...	18	2	1.22	0.34907
GO:0050850	positive regulation of calcium-mediated ...	33	3	2.25	0.34908
GO:0009303	rRNA transcription	43	3	2.93	0.34945
GO:0043200	response to amino acid	103	7	7.01	0.34950
GO:0061180	mammary gland epithelium development	60	4	4.08	0.34954
GO:0032720	negative regulation of tumor necrosis fa...	44	4	2.99	0.35114
GO:0009953	dorsal/ventral pattern formation	56	6	3.81	0.35287
GO:0007200	phospholipase C-activating G protein-cou...	71	6	4.83	0.35306
GO:0045747	positive regulation of Notch signaling p...	31	3	2.11	0.35378
GO:0016266	protein O-linked glycosylation via N-ace...	31	3	2.11	0.35378
GO:0032526	response to retinoic acid	77	6	5.24	0.35388
GO:0001942	hair follicle development	71	6	4.83	0.35999
GO:0032922	circadian regulation of gene expression	58	5	3.95	0.36010
GO:0006486	protein glycosylation	155	12	10.55	0.36426
GO:0010506	regulation of autophagy	342	24	23.27	0.36714
GO:0002250	adaptive immune response	290	27	19.73	0.36771
GO:0048041	focal adhesion assembly	83	13	5.65	0.37044
GO:1903169	regulation of calcium ion transmembrane ...	97	11	6.6	0.37213
GO:1904646	cellular response to amyloid-beta	32	3	2.18	0.37279
GO:0048675	axon extension	90	9	6.12	0.37300
GO:0010001	glial cell differentiation	195	16	13.27	0.37307
GO:0098656	monoatomic anion transmembrane transport	98	7	6.67	0.37314
GO:0060429	epithelium development	841	98	57.22	0.37324
GO:0002011	morphogenesis of an epithelial sheet	53	6	3.61	0.37328
GO:0048854	brain morphogenesis	28	3	1.9	0.37402
GO:0010830	regulation of myotube differentiation	28	3	1.9	0.37402
GO:0010996	response to auditory stimulus	19	2	1.29	0.37424
GO:1903232	melanosome assembly	19	2	1.29	0.37424
GO:0062009	secondary palate development	19	2	1.29	0.37424
GO:0002726	positive regulation of T cell cytokine p...	19	2	1.29	0.37424
GO:0090103	cochlea morphogenesis	19	2	1.29	0.37424
GO:0001960	negative regulation of cytokine-mediated...	68	5	4.63	0.37443
GO:0031100	animal organ regeneration	42	3	2.86	0.37456
GO:0070848	response to growth factor	585	75	39.8	0.37581
GO:0090398	cellular senescence	92	9	6.26	0.38113
GO:0002064	epithelial cell development	159	24	10.82	0.38237
GO:0071559	response to transforming growth factor b...	234	34	15.92	0.38276
GO:0030003	intracellular monoatomic cation homeosta...	369	42	25.1	0.38314
GO:0030239	myofibril assembly	53	11	3.61	0.38686
GO:0043534	blood vessel endothelial cell migration	108	14	7.35	0.38713
GO:1900076	regulation of cellular response to insul...	64	11	4.35	0.38714
GO:0050994	regulation of lipid catabolic process	38	9	2.59	0.38723
GO:0048660	regulation of smooth muscle cell prolife...	114	14	7.76	0.38728
GO:0034248	regulation of amide metabolic process	65	10	4.42	0.38753
GO:0061337	cardiac conduction	65	10	4.42	0.38753
GO:0045778	positive regulation of ossification	42	8	2.86	0.38770
GO:0001818	negative regulation of cytokine producti...	221	21	15.04	0.38776
GO:0110020	regulation of actomyosin structure organ...	91	11	6.19	0.38782
GO:0010828	positive regulation of D-glucose transme...	37	7	2.52	0.38795
GO:0045428	regulation of nitric oxide biosynthetic ...	48	7	3.27	0.38822
GO:0070168	negative regulation of biomineral tissue...	19	5	1.29	0.38824
GO:0046907	intracellular transport	1302	67	88.58	0.38832
GO:0007265	Ras protein signal transduction	100	7	6.8	0.38841
GO:0031998	regulation of fatty acid beta-oxidation	15	4	1.02	0.38851
GO:0045670	regulation of osteoclast differentiation	49	6	3.33	0.38862
GO:0001773	myeloid dendritic cell activation	21	4	1.43	0.38866
GO:0051447	negative regulation of meiotic cell cycl...	14	3	0.95	0.38885
GO:0001504	neurotransmitter uptake	29	4	1.97	0.38886
GO:1902745	positive regulation of lamellipodium org...	30	4	2.04	0.38889
GO:0001841	neural tube formation	89	8	6.06	0.38889
GO:0086013	membrane repolarization during cardiac m...	17	3	1.16	0.38893
GO:0097300	programmed necrotic cell death	48	5	3.27	0.38897
GO:0032651	regulation of interleukin-1 beta product...	63	6	4.29	0.38898
GO:2001014	regulation of skeletal muscle cell diffe...	21	3	1.43	0.38903
GO:0070723	response to cholesterol	23	3	1.56	0.38908
GO:0086010	membrane depolarization during action po...	25	3	1.7	0.38913
GO:1902932	positive regulation of alcohol biosynthe...	27	3	1.84	0.38918
GO:0045540	regulation of cholesterol biosynthetic p...	27	3	1.84	0.38918
GO:0014037	Schwann cell differentiation	45	4	3.06	0.38926
GO:0032732	positive regulation of interleukin-1 pro...	46	4	3.13	0.38929
GO:0042403	thyroid hormone metabolic process	18	2	1.22	0.38933
GO:0003081	regulation of systemic arterial blood pr...	20	2	1.36	0.38938
GO:0051450	myoblast proliferation	21	2	1.43	0.38940
GO:0061450	trophoblast cell migration	21	2	1.43	0.38940
GO:2001015	negative regulation of skeletal muscle c...	7	1	0.48	0.38942
GO:2001016	positive regulation of skeletal muscle c...	7	1	0.48	0.38942
GO:1903401	L-lysine transmembrane transport	7	1	0.48	0.38942
GO:0033632	regulation of cell-cell adhesion mediate...	7	1	0.48	0.38942
GO:0048712	negative regulation of astrocyte differe...	7	1	0.48	0.38942
GO:0033605	positive regulation of catecholamine sec...	7	1	0.48	0.38942
GO:1902031	regulation of NADP metabolic process	7	1	0.48	0.38942
GO:0010989	negative regulation of low-density lipop...	7	1	0.48	0.38942
GO:0071035	nuclear polyadenylation-dependent rRNA c...	7	1	0.48	0.38942
GO:0071038	TRAMP-dependent tRNA surveillance pathwa...	7	1	0.48	0.38942
GO:0030952	establishment or maintenance of cytoskel...	7	1	0.48	0.38942
GO:1903799	negative regulation of miRNA processing	7	1	0.48	0.38942
GO:0072203	cell proliferation involved in metanephr...	7	1	0.48	0.38942
GO:0032819	positive regulation of natural killer ce...	7	1	0.48	0.38942
GO:0019532	oxalate transport	7	1	0.48	0.38942
GO:0006020	inositol metabolic process	7	1	0.48	0.38942
GO:0000467	exonucleolytic trimming to generate matu...	7	1	0.48	0.38942
GO:0038060	nitric oxide-cGMP-mediated signaling	7	1	0.48	0.38942
GO:0048680	positive regulation of axon regeneration	7	1	0.48	0.38942
GO:0007185	cell surface receptor protein tyrosine p...	7	1	0.48	0.38942
GO:0048671	negative regulation of collateral sprout...	7	1	0.48	0.38942
GO:0007172	signal complex assembly	7	1	0.48	0.38942
GO:1902339	positive regulation of apoptotic process...	7	1	0.48	0.38942
GO:0048630	skeletal muscle tissue growth	7	1	0.48	0.38942
GO:0099509	regulation of presynaptic cytosolic calc...	7	1	0.48	0.38942
GO:0060440	trachea formation	7	1	0.48	0.38942
GO:0060449	bud elongation involved in lung branchin...	7	1	0.48	0.38942
GO:0052803	imidazole-containing compound metabolic ...	7	1	0.48	0.38942
GO:0035878	nail development	7	1	0.48	0.38942
GO:0071475	cellular hyperosmotic salinity response	7	1	0.48	0.38942
GO:0071421	manganese ion transmembrane transport	7	1	0.48	0.38942
GO:0060159	regulation of dopamine receptor signalin...	7	1	0.48	0.38942
